,24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply
873,411.876,19117129,emerald,1512549541,148033.00,,Emerald Crypto,0.56,-20.16,-25.42,6.20E-07,0.00774346,874,EMD,19117129
874,173.003,10064287,virtualcoin,1512549547,147334.00,4000000000,VirtualCoin,0.54,57.45,31.95,1.17E-06,0.0146393,875,VC,10064287
875,484.9,20501745300,photon,1512549544,146615.00,,Photon,7.44,39.97,132.59,6.00E-10,7.15E-06,876,PHO,20501745300
876,35.214,9106714,dollarcoin,1512549557,145850.00,,Dollarcoin,0.52,8.86,20.31,1.28E-06,0.0160157,877,DLC,9106714
877,418.335,20520514,creatio,1512549562,143784.00,,Creatio,0.54,46.26,36.84,5.60E-07,0.00700686,878,XCRE,20520514
878,3.71864,1513704,islacoin,1512549552,140723.00,,IslaCoin,0.54,,,7.43E-06,0.0929661,879,ISL,1513704
879,54.9495,1490130,aquariuscoin,1512549555,140071.00,,AquariusCoin,0.87,21.31,12.82,7.51E-06,0.0939994,880,ARCO,1490130
880,62.3256,40477042,gpu-coin,1512549557,136702.00,,GPU Coin,0.54,18.99,17.66,2.70E-07,0.00337728,881,GPU,51530001
881,489.395,11825764,paycoin2,1512549551,136297.00,,PayCoin,3.85,21.36,-17.77,9.20E-07,0.0115254,882,XPY,11825764
882,20.3901,22460996,bumbacoin,1512549553,134898.00,,BumbaCoin,0.52,6.31,15.7,4.80E-07,0.00600587,883,BUMBA,22460996
883,49.7054,2449632,dreamcoin,1512549545,133023.00,,Dreamcoin,0.54,31.78,,4.34E-06,0.0543032,884,DRM,2449632
884,69.5939,28279074,marscoin,1512549543,127344.00,,Marscoin,0.54,-9.53,20.32,3.60E-07,0.00450313,885,MARS,28279074
885,93.8784,17843860,prime-xi,1512549551,123743.00,,Prime-XI,0.65,7.11,13.27,5.50E-07,0.00693476,886,PXI,17843860
886,47.8931,5368934,independent-money-system,1512549553,115537.00,,Independent Money System,0.54,31.18,61.48,1.72E-06,0.0215195,887,IMS,5368934
887,45.3193,1990891,bitz,1512549548,113592.00,,Bitz,0.52,,,4.56E-06,0.0570559,888,BITZ,1990891
888,93.1144,90421856,tattoocoin,1512549563,112752.00,,Tattoocoin (Standard Edition),0.54,-3.72,18.36,1.00E-07,0.00124696,889,TSE,90421856
889,66.0303,4872509,jetcoin,1512549571,111933.00,,Jetcoin,-20.67,-36.03,-80.66,1.84E-06,0.0229724,890,JET,80000000
890,33.0347,27100000,coexistcoin,1512549554,111897.00,,CoExistCoin,0.52,230.87,142.78,3.30E-07,0.00412905,891,COXST,27100000
891,230.242,12203591,crypto,1512549549,109940.00,,Crypto,0.52,3.58,-34.47,7.20E-07,0.00900883,892,CTO,12203591
892,,1074095,sling,1512386049,109701.00,,Sling,,,-20.31,9.00E-06,0.102133,893,SLING,1074095
893,87.5858,9200000,emoneypower,1512549571,109357.00,2400000000,EMoneyPower,0.51,,,9.50E-07,0.0118866,894,EMP,2400000000
894,109.892,12462620,sooncoin,1512549549,109182.00,,SoonCoin,0.54,6.32,22.78,7.00E-07,0.00876077,895,SOON,12462620
895,424.413,9919485,kurrent,1512549561,107554.00,228000000,Kurrent,-5.5,-2.94,63.42,8.70E-07,0.0108427,896,KURT,70011259
896,368.319,895654,ronpaulcoin,1512549542,106886.00,,RonPaulCoin,15.19,85.09,70.31,9.54E-06,0.119338,897,RPC,895654
897,12.5123,48924591,chncoin,1512549541,104067.00,,CHNCoin,0.54,0.86,299.8,1.70E-07,0.00212708,898,CNC,193774592
898,275.964,3472983,gameunits,1512549560,103726.00,13000000,GameUnits,0.55,-0.53,-44.35,2.39E-06,0.0298665,899,UNITS,3472983
899,266.53,13614900,piecoin,1512549564,102212.00,,PIECoin,0.54,17.82,140.52,6.00E-07,0.00750735,900,PIE,13614900
900,433.025,20285537,guccionecoin,1512549551,101527.00,,GuccioneCoin,0.54,41.75,53.08,4.00E-07,0.0050049,901,GCC,23775537
901,199.473,5000000,bitasean,1512549574,101233.00,,BitAsean,-10.1,-14.69,12.75,1.62E-06,0.0202465,902,BAS,30000000
902,60.9654,2460190,nevacoin,1512549553,100552.00,,NevaCoin,0.59,-7.61,-2.48,3.27E-06,0.0408716,903,NEVA,2460190
903,7.55108,1.01168E+11,cagecoin,1512549543,99466.00,,CageCoin,-39.38,-36.26,-92.68,8.00E-11,9.83E-07,904,CAGE,1.01168E+11
904,,4398000,ether-for-the-rest-of-the-world,1512531869,97235.00,,E4ROW,,-3.05,-75.03,1.81E-06,0.0221088,905,E4ROW,5762000
905,127.74,7718883,quatloo,1512549545,96585.00,,Quatloo,0.54,-13.56,4.41,1.00E-06,0.0125128,906,QTL,7718883
906,,4228672,secretcoin,1512458953,96262.00,,SecretCoin,,0.04,28.76,1.96E-06,0.0227642,907,SCRT,4228672
907,16.3386,6199359,allion,1512549562,96184.00,,Allion,0.54,11.71,10.46,1.24E-06,0.0155152,908,ALL,7323359
908,362.855,14937439,slimcoin,1512549548,93451.00,,Slimcoin,,,-5.25,5.00E-07,0.00625613,909,SLM,14937439
909,108.403,2405422,californium,1512549549,93001.00,,Californium,0.52,9.48,41.7,3.09E-06,0.0386629,910,CF,2405422
910,249.266,8015400,tajcoin,1512549557,90921.00,,TajCoin,-0.01,6.01,4.2,9.10E-07,0.0113433,911,TAJ,8015400
911,321.525,1627261,bipcoin,1512549561,86533.00,,BipCoin,0.54,13.2,21.14,4.25E-06,0.0531771,912,BIP,1627261
912,48.4674,1207310,uro,1512549544,86407.00,,Uro,4.56,,30.39,5.72E-06,0.0715701,913,URO,1207310
913,18.1015,9081033,bitquark,1512549545,85218.00,,BitQuark,0.52,10.74,-12.82,7.50E-07,0.00938419,914,BTQ,9081033
914,468.616,24919400,theresa-may-coin,1512549567,83841.00,100000000,Theresa May Coin,-1.63,13.75,-17.93,2.70E-07,0.0033645,915,MAY,24919400
915,378.096,256527,gold-pressed-latinum,1512549566,82288.00,1000000,Gold Pressed Latinum,0.44,-2.96,2.07,2.56E-05,0.320777,916,GPL,256527
916,353.639,45887218,money,1512549561,81291.00,,Money,0.35,15.48,18.29,1.40E-07,0.00177154,917,$$$,45887218
917,219.419,16619777,vector,1512549550,81102.00,,VectorAI,0.54,1.77,18.27,3.90E-07,0.00487987,918,VEC2,16619777
918,128.127,73729962,chronos,1512549556,78906.00,,Chronos,1.44,13.08,2.9,9.00E-08,0.0010702,919,CRX,73729962
919,112.22,8991933,billarycoin,1512549556,78757.00,,BillaryCoin,0.54,7.85,-35.84,7.00E-07,0.00875858,920,BLRY,8991933
920,44.9034,22406021,spots,1512549541,75491.00,,Spots,0.54,13.3,32.47,2.70E-07,0.00336924,921,SPT,22406021
921,328.901,780124964,vaperscoin,1512549557,75086.00,,VapersCoin,-0.07,-16.56,31.18,8.00E-09,9.62E-05,922,VPRC,1635124964
922,53.8788,21909737771,electra,1512549568,74332.00,30000000000,Electra,0.5,-40.59,-81.29,3.00E-10,3.39E-06,923,ECA,22238707794
923,119.659,3372875244,popularcoin,1512549545,74085.00,,PopularCoin,-13.5,-24.49,-0.77,2.00E-09,2.20E-05,924,POP,3372875244
924,101.899,12546625,mindcoin,1512549552,73784.00,,MindCoin,0.52,21.87,50.31,4.70E-07,0.00588076,925,MND,12546625
925,2.5047,1095224,warp,1512549553,73315.00,,WARP,0.52,6.31,18.59,5.35E-06,0.0669406,926,WARP,1095224
926,118.888,20181636,jewels,1512549558,73230.00,,Jewels,0.54,-0.55,-8.57,2.90E-07,0.00362855,927,JWL,20181636
927,,7828945,arbit,1512515351,71864.00,,ARbit,,-0.05,19.61,7.80E-07,0.00917924,928,ARB,7828945
928,10.2975,106701874,icobid,1512549561,70561.00,,ICOBID,0.56,12.72,19.67,5.00E-08,0.00066129,929,ICOB,106701874
929,43.3297,861099,ponzicoin,1512549555,70356.00,,PonziCoin,0.54,,128.29,6.53E-06,0.081705,930,PONZI,861099
930,,630795971,blackstar,1512223159,69647.00,,Blackstar,,,,1.00E-08,0.000110412,931,BSTAR,630795971
931,254.925,5702048,soilcoin,1512549552,68511.00,,SOILcoin,0.46,-7.24,24.74,9.60E-07,0.0120151,932,SOIL,5702048
932,424.284,115499623,rimbit,1512549547,67850.00,,Rimbit,-1.33,2.91,9.94,5.00E-08,0.000587452,933,RBT,393459356
933,38.7623,14701000,kibicoin,1512549571,65324.00,,KibiCoin,2.22,-57.51,-15.32,3.60E-07,0.00444354,934,KIC,14701000
934,137.635,510802961,digital-rupees,1512549563,63913.00,,Digital Rupees,0.54,6.27,-37.65,1.00E-08,0.000125123,935,DRS,510802961
935,95.1399,19615019,compucoin,1512549550,63866.00,,CompuCoin,0.52,-8.29,-4.8,2.60E-07,0.00325595,936,CPN,19615019
936,4.00392,5100000,exchangen,1512549583,63813.00,,ExchangeN,0.51,5.9,29.15,1.00E-06,0.0125123,937,EXN,10000000
937,154.059,59630200,cryptoworldx-token,1512549566,59706.00,,CryptoWorldX Token,0.5,6.29,7.77,8.00E-08,0.00100127,938,CWXT,59630200
938,4.97375,10094424,braincoin,1512549554,55574.00,22000000,Braincoin,0.54,10.7,-12.03,4.40E-07,0.00550539,939,BRAIN,10094424
939,28.9905,36646779,orlycoin,1512549554,55024.00,,Orlycoin,0.52,17.41,28.17,1.20E-07,0.00150147,940,ORLY,36646779
940,101.277,144105100,cryptoescudo,1512549545,54092.00,,CryptoEscudo,0.54,59.46,17.49,3.00E-08,0.000375368,941,CESC,594105100
941,54.926,300,300-token,1512549572,52593.00,300,300 Token,0.54,11.15,-26,0.014011,175.31,942,300,300
942,6.25613,83450403,vip-tokens,1512549553,52208.00,,VIP Tokens,0.54,18.06,18.13,5.00E-08,0.000625613,943,VIP,83450403
943,25.9428,20821709,bios-crypto,1512549550,52105.00,,BiosCrypto,0.52,25.17,23.73,2.00E-07,0.00250245,944,BIOS,20821709
944,79.9407,8623200,coinonat,1512549565,51761.00,,Coinonat,3.13,21.56,-11.19,4.80E-07,0.00600253,945,CXT,10123200
945,286.523,101276976,ride-my-car,1512549565,50688.00,,Ride My Car,0.54,41.7,134.88,4.00E-08,0.00050049,946,RIDE,101276976
946,137.186,100000000,dappster,1512549564,50049.00,,DAPPSTER,0.51,41.24,,4.00E-08,0.00050049,947,DLISK,100000000
947,357.923,20254196,benjirolls,1512549564,49766.00,,BenjiRolls,0.51,-5.67,47.18,2.00E-07,0.00245709,948,BENJI,20254196
948,175.549,3965716,useless-ethereum-token,1512549570,48175.00,,Useless Ethereum Token,3.73,27.6,32.2,9.70E-07,0.0121479,949,UET,3965716
949,31.668,20245510,impulsecoin,1512549559,48130.00,,ImpulseCoin,0.54,6.31,17.44,1.90E-07,0.00237733,950,IMPS,20245510
950,19.8528,21262780,gamebet-coin,1512549554,47888.00,,GameBet Coin,0.52,10.45,26.41,1.80E-07,0.00225221,951,GBT,22262780
951,475.049,79270,crtcoin,1512549545,47609.00,,CRTCoin,0.54,6.31,17.39,4.80E-05,0.600588,952,CRT,10079270
952,263.694,14083450,solarflarecoin,1512549562,47565.00,,Solarflarecoin,-8.96,-22.27,7.06,2.70E-07,0.00337739,953,SFC,14083450
953,47.5391,4829945,fuzzballs,1512549554,46534.00,,FuzzBalls,0.52,24.16,34.21,7.70E-07,0.00963444,954,FUZZ,4829945
954,327.801,316179,torcoin-tor,1512549572,46314.00,,Torcoin,0.51,-30.88,-39.45,1.17E-05,0.146479,955,TOR,1316179
955,15.091,608557394,blazecoin,1512549547,45744.00,,BlazeCoin,-2.19,-7.13,6.33,6.00E-09,7.52E-05,956,BLZ,608557394
956,399.364,32565300,songcoin,1512549548,45128.00,,SongCoin,0.13,36.66,-11.77,1.10E-07,0.00138578,957,SONG,32565300
957,10.0823,60000001,ego,1512549558,45044.00,,EGO,0.54,6.31,14.48,6.00E-08,0.000750735,958,EGO,60000001
958,,38669634,tagrcoin,1512436150,44956.00,,TAGRcoin,,,13.7,1.00E-07,0.00116257,959,TAGR,38669634
959,280.981,14298972,pulse,1512549553,42939.00,,Pulse,0.52,12.94,0.7,2.40E-07,0.00300294,960,PULSE,14298972
960,,70000000,slevin,1512530670,42625.00,,Slevin,,3.47,22.78,5.00E-08,0.000608927,961,SLEVIN,70000000
961,12.6124,20898106,flavorcoin,1512549553,41837.00,,FlavorCoin,0.54,13.4,17.55,1.60E-07,0.00200196,962,FLVR,20898106
962,,7561891,genstake,1512538749,40616.00,,G3N,,3.72,14.16,4.40E-07,0.00537119,963,G3N,7561891
963,436.068,160000000,brat,1512549575,40159.00,,BRAT,0.52,9.59,-16.02,2.00E-08,0.000250996,964,BRAT,1000000000
964,8.99843,7991996,javascript-token,1512549584,39194.00,,JavaScript Token,-0.12,110.41,278.07,3.90E-07,0.00490414,965,JS,7991996
965,,2622273,cthulhu-offerings,1512546852,37483.00,,Cthulhu Offerings,-0.15,4.1,-26.19,1.15E-06,0.0142941,966,OFF,2622273
966,125.528,68427562,ereal,1512549583,36914.00,,eREAL,-0.12,11.45,-29.25,4.00E-08,0.000539456,967,EREAL,207000000
967,333.79,7510317,agrolifecoin,1512549557,35709.00,,AgrolifeCoin,0.54,-20.79,-8.79,3.80E-07,0.00475466,968,AGLC,207510317
968,422.343,30331360,vault-coin,1512549560,34250.00,1000000000,Vault Coin,0.52,-12.36,-22.62,9.00E-08,0.00112918,969,VLTC,530331360
969,137.611,2453240,posex,1512549554,33458.00,,PosEx,0.54,6.31,17.07,1.09E-06,0.0136384,970,PEX,2453240
970,61.7172,130000000,roofs,1512549583,32532.00,,Roofs,0.51,-0.18,-29.5,2.00E-08,0.000250244,971,ROOFS,600000000
971,337.733,1629639,luna-coin,1512549561,32117.00,,Luna Coin,1.25,4.7,-16.3,1.58E-06,0.0197078,972,LUNA,1629639
972,59.1362,36286919,letitride,1512549556,31782.00,,LetItRide,0.54,31.86,28.57,7.00E-08,0.000875858,973,LIR,36286919
973,197.458,2581970,zonecoin,1512549556,30691.00,,Zonecoin,0.52,,17.44,9.50E-07,0.0118866,974,ZNE,2581970
974,4.15432,1494171,high-voltage,1512549556,30661.00,,High Voltage,0.52,,22.52,1.64E-06,0.0205201,975,HVCO,1694171
975,,2999967,mtmgaming,1512459863,30275.00,,MTMGaming,,1.12,1.74,8.60E-07,0.0100919,976,MTM,5000000
976,83.1035,18547845,doubloon,1512549562,30170.00,,BOAT,-31.22,-7.94,-5.14,1.30E-07,0.00162659,977,BOAT,18547845
977,1.8652,2008,kingn-coin,1512549569,30148.00,420000,KingN Coin,0.54,6.32,-10.74,0.00120009,15.0158,978,KNC,2508
978,,894026,osmiumcoin,1512545351,30116.00,,OsmiumCoin,0.22,8.47,16.41,2.70E-06,0.0336859,979,OS76,894026
979,,79541001,dpay,1512547761,29623.00,,DPAY,-0.27,5.09,-26.37,3.00E-08,0.000372419,980,DPAY,79541001
980,59.9031,6243840,zayedcoin,1512549558,28906.00,,Zayedcoin,0.54,-12.85,-28.14,3.70E-07,0.00462954,981,ZYD,6243840
981,93.0638,166999,wild-beast-block,1512549548,28731.00,,Wild Beast Block,-12.45,8.91,34.95,1.38E-05,0.172044,982,WBB,166999
982,296.638,10499996,cabbage,1512549554,27589.00,,Cabbage,0.54,-6.98,-1.35,2.10E-07,0.00262757,983,CAB,10499996
983,122.008,109509099,impact,1512549566,27404.00,,Impact,0.54,112.55,-14.65,2.00E-08,0.000250245,984,IMX,109509099
984,9.34676,753776,dollar-online,1512549564,26785.00,,Dollar Online,0.54,22.19,4.16,2.84E-06,0.0355348,985,DOLLAR,9601412
985,28.8687,26522501,bnrtxcoin,1512549570,26603.00,,BnrtxCoin,0.47,-5.31,5.97,8.00E-08,0.00100303,986,BNX,26522501
986,,111476976,healthywormcoin,1512494068,25947.00,,HealthyWormCoin,,-1.12,-54.48,2.00E-08,0.000232753,987,WORM,111476976
987,63.56,159778,sydpak,1512549550,23530.00,,SydPak,0.52,6.04,15.54,1.18E-05,0.147269,988,SDP,159778
988,9.06776,17089600,plncoin,1512549549,23521.00,38540000,PLNcoin,0.51,6.27,-22.41,1.10E-07,0.00137635,989,PLNC,19089600
989,223.909,5027857,tristar-coin,1512549567,23277.00,,Tristar Coin,24,-0.42,-27.99,3.70E-07,0.00462954,990,TSTR,255027857
990,31.8197,1600000,destiny,1512549553,22022.00,,Destiny,0.52,14.65,-14.08,1.10E-06,0.0137635,991,DES,1600000
991,29.3,1E+11,dix-asset,1512549569,20374.00,,Dix Asset,2.62,-41.05,47.57,2.00E-11,2.04E-07,992,DIX,1E+11
992,18.3026,885756,biobar,1512549566,19838.00,,BioBar,0.54,6.27,2.05,1.79E-06,0.0223969,993,BIOB,985756
993,,261831,speedcash,1512528267,19319.00,,Speedcash,,2.94,8.47,6.09E-06,0.0737827,994,SCS,476918
994,11.8681,4526324,ibank,1512549561,18689.00,,iBank,0.54,40.33,56.32,3.30E-07,0.00412905,995,IBANK,4526324
995,12.5123,7722854,tradecoin-v2,1512549573,18360.00,25000000,Tradecoin,0.51,83.63,37.96,1.90E-07,0.00237733,996,TRADE,7722854
996,,1671379,qibuck-asset,1512503975,17291.00,,Qibuck Asset,,6.7,38.86,8.80E-07,0.0103451,997,QBK,2000000
997,16.166,420000,xonecoin,1512549557,16554.00,,Xonecoin,0.54,4.65,1.39,3.15E-06,0.0394136,998,XOC,420000
998,43.4015,3064800,save-and-gain,1512549551,16106.00,,Save and Gain,14.13,112.59,13.79,4.20E-07,0.00525515,999,SANDG,3064800
999,0.0867857,5091200,geertcoin,1512549565,15455.00,,GeertCoin,4.9,45.28,37.48,2.40E-07,0.00303567,1000,GEERT,5091200
1000,27.9932,3951736,magnum,1512549565,14834.00,,Magnum,0.51,-11.44,-9.66,3.00E-07,0.00375368,1001,MGM,253951736
1001,116.991,107829281,selfiecoin,1512549549,13492.00,,Selfiecoin,0.54,6.31,,1.00E-08,0.000125123,1002,SLFI,107829281
1002,257.464,35220238,p7coin,1512549548,13221.00,,P7Coin,0.52,6.3,17.49,3.00E-08,0.000375368,1003,P7C,35220238
1003,10.183,11361817,gbcgoldcoin,1512549552,12928.00,,GBCGoldCoin,0,13.78,-43.3,9.00E-08,0.00113782,1004,GBC,11361817
1004,87.5858,2688039,das,1512549572,12444.00,,DAS,0.52,-0.89,2.59,3.70E-07,0.00462954,1005,DAS,2688039
1005,,1727,rsgpcoin,1512536976,12266.00,,RSGPcoin,,3.9,-20.18,0.00058071,7.10159,1006,RSGP,2157
1006,187.868,15112554,bitvolt,1512549566,11346.00,,Bitvolt,0.54,38.77,6.66,6.00E-08,0.000750735,1007,VOLT,60132654
1007,417.164,32659061,morningstar-payments,1512549578,9672.00,,MorningStar,2.96,25.77,45.9,2.00E-08,0.000296144,1008,MRNG,32659061
1008,429.759,1384879,socialcoin-socc,1512549570,9530.00,,SocialCoin,0.54,-34.27,-35.1,5.50E-07,0.00688174,1009,SOCC,1384879
1009,28.3751,9166698,frazcoin,1512549577,9382.00,20000000,Frazcoin,-2.04,-35.36,86.45,8.00E-08,0.00102354,1010,FRAZ,9366698
1010,25.4667,1678439,nodecoin,1512549560,8400.00,,NodeCoin,0.52,,-14.91,4.00E-07,0.0050049,1011,NODC,5878439
1011,415.327,744266,concoin,1512549566,6705.00,,Concoin,0.54,,48.4,7.20E-07,0.00900883,1012,CONX,1595266
1012,8.47273,211827,burstocean,1512549563,5865.00,,BurstOcean,-1.61,3.07,60.47,2.21E-06,0.0276887,1013,OCEAN,1000000
1013,2.99765,3360417,ccminer,1512549564,5277.00,,CCMiner,-1.61,-45.83,-18.02,1.30E-07,0.00157027,1014,CCM100,6000000
1014,185.92,0,project-x,1512549567,4896.00,,Project-X,6.64,23.99,-1.08,5,62561.3,1015,NANOX,1
1015,,18801,wallet-builders-coin,1512417277,4256.00,,WalletBuildersCoin,,,-26.22,2.02E-05,0.226376,1016,WBC,18801
1016,0.38996,1000000,lex4all,1512549563,3900.00,,Lex4All,-1.61,-7.15,,3.10E-07,0.0038996,1017,LEX,5000000
1017,130.852,1264511,ebittree-coin,1512549565,3643.00,,Ebittree Coin,0.54,-12.57,-0.73,2.30E-07,0.00288128,1018,EBT,811264511
1018,2.78209,485214,sojourn,1512549575,3514.00,,Sojourn,0.53,106.39,,5.80E-07,0.00724319,1019,SOJ,852366
1019,66.3678,1377917,pizzacoin,1512549557,2931.00,,PizzaCoin,0.52,29.33,26.5,1.70E-07,0.00212708,1020,PIZZA,10127917
1020,69.0906,16627,enigma,1512549554,2303.00,5000000,Enigma,0.54,-20.54,-23.56,1.11E-05,0.138511,1021,XNG,66627
1021,130.072,199486,ulatech,1512549576,2302.00,90000000,Ulatech,0.51,29.06,-64.39,9.20E-07,0.011538,1022,ULA,54199486
1022,28.1446,15320585365,swaptoken,1512549556,2288.00,,SwapToken,13.78,-23.46,45.59,1.00E-11,1.49E-07,1023,TOKEN,15320585365
1023,4.60689,5826388,digital-credits,1512549552,2187.00,,Digital Credits,0.52,59.46,76.23,3.00E-08,0.000375368,1024,DGCS,201284316
1024,223.102,421300,digital-money-bits,1512549567,515.00,50000000,Digital Money Bits,0.56,3.81,13.28,1.00E-07,0.00122183,1025,DMB,10421300
1025,,4650380,mantracoin,1512344969,514.00,,MantraCoin,,,,1.00E-08,0.000110503,1026,MNC,2000000000
1026,,2753201,future-digital-currency,1512318861,251.00,,Future Digital Currency,,,-3.55,8.00E-09,9.13E-05,1027,FDC,1002753201
1027,0.51081,132717518,environ,1512549571,136.00,,Environ,-0.23,-0.02,-47.88,8.00E-11,1.02E-06,1028,ENV,932717518
1028,42.7186,87140,caliphcoin,1512549561,100.00,189000000,CaliphCoin,0.54,53.88,67.27,9.00E-08,0.00114525,1029,CALC,148587140
1029,,196766,falcoin,1512481172,23.00,200000000,Falcoin,,0.99,-71.64,1.00E-08,0.000118898,1030,FAL,170196766
1030,171.882,79242,applecoin-apw,1512549575,10.00,2100000000,AppleCoin,0.54,6.27,17.44,1.00E-08,0.000125123,1031,APW,1600079242
1031,11172300,,atmcoin,1512549575,,,ATMCoin,0.02,2.75,11.52,0.00024364,3.04844,1032,ATMC,10000000000
1032,9796350,,cybermiles,1512549587,,,CyberMiles,-0.86,,,3.10E-05,0.387677,1033,CMT,1000000000
1033,7810450,,bitcoin-diamond,1512549587,,210000000,Bitcoin Diamond [Futures],-0.29,-20.41,-30.47,0.00300044,37.5422,1034,BCD,
1034,6075160,,electroneum,1512549586,,21000000000,Electroneum,5.49,-14.71,128.79,7.68E-06,0.0961134,1035,ETN,5195262064
1035,5180910,,poly-ai,1512549586,,,POLY AI,-1.88,3.44,-2.97,0.00135744,16.9847,1036,AI,29000000
1036,4378340,,gold-reward-token,1512549584,,,GOLD Reward Token,-0.46,-4.31,63.86,0.00047292,5.91734,1037,GRX,20000000
1037,3581460,,ormeus-coin,1512549577,,,Ormeus Coin,-2.08,-0.76,-14.08,0.00020098,2.51476,1038,ORME,200000000
1038,3487290,,clubcoin,1512549552,,,ClubCoin,-6.26,-21.09,-45.88,0.00025896,3.24018,1039,CLUB,90899180
1039,2782450,,regalcoin,1512549578,,27000000,Regalcoin,4.77,1.35,20.61,0.00387675,48.507,1040,REC,7428847
1040,2745740,,nuls,1512549582,,,Nuls,0.09,-3.07,41.46,6.36E-05,0.796197,1041,NULS,40000000
1041,2348170,,fargocoin,1512549560,,,Fargocoin,0.39,0.63,6.5,0.00083748,10.4788,1042,FRGC,475436735
1042,1492370,,bitserial,1512549584,,,BitSerial,-2.1,-2.81,138.21,0.0006337,7.92904,1043,BTE,28000000
1043,1233340,,firstcoin,1512549561,,,FirstCoin,1.19,0.24,-2.91,0.00125979,15.7628,1044,FRST,110000000
1044,948037,,energo,1512549585,,,Energo,-1.72,-0.32,-5.01,2.48E-06,0.031001,1045,TSL,1000000000
1045,896286,,win-coin,1512549585,,,WINCOIN,0.48,-3.9,-14.71,9.00E-05,1.1264,1046,WC,500948015
1046,870947,,ethlend,1512549586,,,EthLend,-1.94,-13.98,,1.98E-06,0.0247488,1047,LEND,1299999942
1047,761355,,bt1-cst,1512549586,,,BT1 [CST],0.5,5.42,11.81,0.985657,12332.8,1048,BT1,
1048,683467,,segwit2x,1512549580,,,SegWit2x [Futures],-0.67,0.91,1.54,0.0178463,223.298,1049,B2X,
1049,598571,,tezos,1512549585,,,Tezos (Pre-Launch),0.02,10.46,33.29,0.00024091,3.01438,1050,XTZ,
1050,566332,,infinity-economics,1512549579,,,Infinity Economics,-3.13,9.23,-32.44,2.40E-06,0.0300294,1051,XIN,9000000000
1051,538298,,infchain,1512549575,,,InfChain,8.2,24.76,74.15,1.29E-06,0.0161408,1052,INF,
1052,536146,,bodhi,1512549585,,,Bodhi,-0.33,-7.1,-12.6,3.42E-05,0.427937,1053,BOT,100000000
1053,442921,,lltoken,1512549575,,,LLToken,-2.85,-13.07,49.84,3.88E-05,0.485172,1054,LLT,1000000000
1054,409350,,aidos-kuneen,1512549570,,,Aidos Kuneen,2.21,7.57,-17.72,0.00233889,29.2648,1055,ADK,25000000
1055,405928,,dragonchain,1512549587,,,Dragonchain,-0.12,7.39,,2.02E-05,0.253099,1056,DRGN,433494437
1056,385047,,aion,1512549580,,,Aion,-0.12,15.33,-7.58,0.00014078,1.76144,1057,AION,465934587
1057,317226,,btcmoon,1512549582,,,BTCMoon,30.36,-34.7,582.11,3.58E-06,0.0448342,1058,BTCM,21000000
1058,236854,,bt2-cst,1512549582,,,BT2 [CST],4.4,-21.61,-29.77,0.0102275,127.969,1059,BT2,
1059,186559,,sphre-air,1512549571,,,Sphre AIR ,-0.04,13.17,5.71,1.68E-05,0.210288,1060,XID,30820620
1060,170895,,copico,1512549585,,,Copico,4.21,0.43,-14.79,1.72E-06,0.0215804,1061,XCPO,100138960
1061,143419,,golos-gold,1512549561,,,Golos Gold,-1.9,-1.03,13.24,1.12E-05,0.13955,1062,GBG,
1062,136115,,qbao,1512549586,,,Qbao,2.27,-4.44,,1.88E-05,0.234694,1063,QBT,100000000
1063,131183,,russian-mining-coin,1512549582,,,Russian Mining Coin,17.12,0.25,93.92,2.04491,25586.4,1064,RMC,
1064,130616,,blockv,1512549585,,,BLOCKv,-0.12,-12.98,1.41,1.70E-06,0.0212754,1065,VEE,3646271241
1065,128128,,force,1512549588,,,FORCE,-70.85,-15.05,283.37,9.50E-07,0.0118712,1066,FOR,99989155
1066,127512,,icon,1512549581,,,ICON,3.29,10.11,12.51,0.00013241,1.65679,1067,ICX,400230000
1067,126288,,ea-coin,1512549586,,100000000,EA Coin,-1.88,17.36,-5.61,0.000254,3.17807,1068,EAG,75206327
1068,118057,,b3coin,1512549559,,2000000000,B3Coin,13.22,17.28,-62.41,6.00E-09,7.60E-05,1069,B3,6.1023E+11
1069,116892,,anryze,1512549587,,,ANRYZE,0.63,7.34,-29.16,1.65E-06,0.0206629,1070,RYZ,112500000
1070,103689,,presearch,1512549589,,,Presearch,-11.32,62.38,,1.70E-05,0.212708,1071,PRE,250000000
1071,93849,,ug-token,1512549576,,,UG Token,-0.13,-3.58,-4.41,3.51E-05,0.439463,1072,UGT,
1072,62845,,bitsoar,1512549580,,,BitSoar,6.02,1.39,-18.49,1.65E-05,0.205827,1073,BSR,3680091532
1073,51244.7,,msd,1512549578,,30000000000,MSD,-7.98,-8.61,-15.8,8.60E-07,0.0107728,1074,MSD,6088400259
1074,51019.3,,desire,1512549585,,,Desire,-1.08,1.39,24.69,2.13E-05,0.2663,1075,DSR,1168084
1075,49398.4,,plexcoin,1512549587,,,PlexCoin,0.08,-12.23,-52.4,4.17E-06,0.0521399,1076,PLX,1000000000
1076,43447.9,,glasscoin,1512549586,,,GlassCoin,22.51,-33.31,51.12,1.00E-04,1.25073,1077,GLS,5323524
